ProducedRate,n_prod,n_gen,process_type,pol,process_id,NbEvents,int.lumi(1/fb),Done %,ElogID(s),ProdIDs of DST and REC files,xsect_pb,xsect_error_pb,int_lumi_fb,energy_GeV,source_url
100.00%,480000,480000,6f_eeyyyy,eL.pL,402323,20000,25830677,100.0,571,"DST=15641,15642;REC=15641",0.00077427314,9.61e-06,25830677.8,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3629
100.00%,480000,480000,6f_eeyyyy,eL.pR,402315,20000,1273115,100.0,571,"DST=15641,15642;REC=15641",0.015709496,0.000103,1273115.32,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3620
100.00%,480000,480000,6f_eeyyyy,eR.pL,402316,20000,2590913,100.0,571,"DST=15641,15642;REC=15641",0.007719284,5.28e-05,2590913.87,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3636
100.00%,480000,480000,6f_eeyyyy,eR.pR,402324,20000,25348926,100.0,571,"DST=15641,15642;REC=15641",0.00078898806,1.55e-05,25348926.1,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3633
100.00%,480000,480000,6f_llxxxx,eL.pR,402307,20000,753740,100.0,571,"DST=15641,15642;REC=15641",0.026534329,8.48e-05,753740.56,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3626
100.00%,480000,480000,6f_llxxxx,eR.pL,402308,20000,1416213,100.0,571,"DST=15641,15642;REC=15641",0.014122162,4.4e-05,1416213.75,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3619
100.00%,480000,480000,6f_llxyyx,eL.pR,402301,20000,16875,100.0,571,"DST=15641,15642;REC=15641",1.1851486,0.00287,16875.5209,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3623
100.00%,480000,480000,6f_llxyyx,eR.pL,402302,20000,407375,100.0,571,"DST=15641,15642;REC=15641",0.049094714,0.000136,407375.833,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3637
100.00%,480000,480000,6f_llyyyy,eL.pR,402313,20000,550445,100.0,571,"DST=15641,15642;REC=15641",0.03633422,0.000141,550445.283,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3631
100.00%,480000,480000,6f_llyyyy,eR.pL,402314,20000,1146695,100.0,571,"DST=15641,15642;REC=15641",0.017441425,7.28e-05,1146695.3,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3617
100.00%,480000,480000,6f_vvxxxx,eL.pR,402311,20000,1055477,100.0,571,"DST=15641,15642;REC=15641",0.01894877,7.31e-05,1055477.48,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3618
100.00%,480000,480000,6f_vvxxxx,eR.pL,402312,20000,2317286,100.0,571,"DST=15641,15642;REC=15641",0.0086307847,3.2e-05,2317286.4,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3621
100.00%,480000,480000,6f_vvxyyx,eL.pR,402305,20000,261165,100.0,571,"DST=15641,15642;REC=15641",0.076579776,0.000321,261165.559,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3630
100.00%,480000,480000,6f_vvxyyx,eR.pL,402306,20000,1219755,100.0,571,"DST=15641,15642;REC=15641",0.016396728,8.51e-05,1219755.55,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3634
100.00%,480000,480000,6f_vvyyyy,eL.pR,402317,20000,1696480,100.0,571,"DST=15641,15642;REC=15641",0.011789115,5.11e-05,1696480.19,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3616
100.00%,480000,480000,6f_vvyyyy,eR.pL,402318,20000,4002165,100.0,571,"DST=15641,15642;REC=15641",0.0049972942,2.13e-05,4002165.81,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3628
31.57%,224901000,712440000,ae_3f_w_h,eB.pR,500052,60000,2030,100.0,336,"DST=15039,15040;REC=15039",29.5513295,0.181092035,2030.37,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3396
31.57%,224901000,712440000,ae_3f_w_h,eW.pR,500051,0,0,0.0,,DST=;REC=,430.85462,0.528,1160.48,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3842
31.57%,224901000,712440000,ae_3f_w_l,eB.pR,500044,40000,2366,100.0,336,"DST=15039,15040;REC=15039",16.903933,0.0438739012,2366.31,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3397
31.57%,224901000,712440000,ae_3f_w_l,eW.pR,500043,0,0,0.0,,DST=;REC=,140.6905,0.0821,1066.17,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3843
31.57%,224901000,712440000,ae_3f_z_h,eB.pL,500046,4585600,1002,52.1,"396,433","DST=15243,15244,15345;REC=15243",4572.19586,6.28278488,1924.68,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3423
31.57%,224901000,712440000,ae_3f_z_h,eB.pR,500048,4584400,995,52.1,"396,432","DST=15243,15244,15343;REC=15243",4604.45078,6.3355814,1911.19,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3424
31.57%,224901000,712440000,ae_3f_z_h,eW.pL,500045,0,0,0.0,,DST=;REC=,67392.247,140.0,86.0633,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3844
31.57%,224901000,712440000,ae_3f_z_h,eW.pR,500047,0,0,0.0,,DST=;REC=,67798.567,113.0,79.6479,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3845
31.57%,224901000,712440000,ae_3f_z_l,eB.pL,500034,51508000,1000,52.7,"398,408,409","DST=15249,15250,15281,15283;REC=15249",51488.5509,59.6600581,1899.47,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3589
31.57%,224901000,712440000,ae_3f_z_l,eB.pR,500036,51589000,1000,52.7,"398,410,411","DST=15249,15250,15285,15287;REC=15249",51557.8638,57.0202326,1896.88,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3590
31.57%,224901000,712440000,ae_3f_z_l,eW.pL,500033,0,0,0.0,,DST=;REC=,712354.69,848.0,90.5451,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3846
31.57%,224901000,712440000,ae_3f_z_l,eW.pR,500035,0,0,0.0,,DST=;REC=,713071.65,858.0,90.4547,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3847
31.57%,224901000,712440000,ae_3f_z_nu,eB.pL,500038,30000,2628,100.0,336,"DST=15039,15040;REC=15039",11.4134364,0.0976735465,2628.48,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3398
31.57%,224901000,712440000,ae_3f_z_nu,eB.pR,500040,40000,1957,100.0,336,"DST=15039,15040;REC=15039",20.4332362,0.176340349,1957.59,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3399
31.57%,224901000,712440000,ae_3f_z_nu,eW.pL,500037,0,0,0.0,,DST=;REC=,221.34536,0.256,1355.35,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3848
31.57%,224901000,712440000,ae_3f_z_nu,eW.pR,500039,0,0,0.0,,DST=;REC=,424.6022,0.527,1177.57,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3849
31.57%,224901000,712440000,ea_3f_w_h,eL.pB,500030,60000,2067,100.0,339,"DST=15050,15051;REC=15050",29.0274433,0.183488779,2067.01,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3400
31.57%,224901000,712440000,ea_3f_w_h,eL.pW,500029,0,0,0.0,,DST=;REC=,430.23215,0.522,1162.16,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3850
31.57%,224901000,712440000,ea_3f_w_l,eL.pB,500022,40000,2406,100.0,339,"DST=15050,15051;REC=15050",16.6237427,0.0456881802,2406.2,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3401
31.57%,224901000,712440000,ea_3f_w_l,eL.pW,500021,0,0,0.0,,DST=;REC=,140.69903,0.0806,1066.11,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3851
31.57%,224901000,712440000,ea_3f_z_h,eL.pB,500026,4573000,997,52.0,"397,435","DST=15246,15247,15349;REC=15246",4583.7671,6.57194767,1919.82,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3425
31.57%,224901000,712440000,ea_3f_z_h,eL.pW,500025,0,0,0.0,,DST=;REC=,67765.941,109.0,91.4912,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3852
31.57%,224901000,712440000,ea_3f_z_h,eR.pB,500028,4576000,1005,52.0,"397,434","DST=15246,15247,15347;REC=15246",4549.66653,6.46679651,1934.21,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3426
31.57%,224901000,712440000,ea_3f_z_h,eR.pW,500027,0,0,0.0,,DST=;REC=,67371.117,171.0,71.247,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3853
31.57%,224901000,712440000,ea_3f_z_l,eL.pB,500014,51563000,1003,52.7,"399,428,429","DST=15252,15253,15333,15335;REC=15252",51367.7005,58.3588953,1903.92,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3591
31.57%,224901000,712440000,ea_3f_z_l,eL.pW,500013,0,0,0.0,,DST=;REC=,713608.16,821.0,88.9846,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3854
31.57%,224901000,712440000,ea_3f_z_l,eR.pB,500016,51582000,1005,52.7,"399,430,431","DST=15252,15253,15337,15339;REC=15252",51302.6587,58.3588953,1906.34,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3592
31.57%,224901000,712440000,ea_3f_z_l,eR.pW,500015,0,0,0.0,,DST=;REC=,713111.67,829.0,38.5636,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3855
31.57%,224901000,712440000,ea_3f_z_nu,eL.pB,500018,40000,2000,100.0,339,"DST=15050,15051;REC=15050",19.9942092,0.17087064,2000.58,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3402
31.57%,224901000,712440000,ea_3f_z_nu,eL.pW,500017,0,0,0.0,,DST=;REC=,423.26195,1.02,1181.3,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3856
31.57%,224901000,712440000,ea_3f_z_nu,eR.pB,500020,30000,2713,100.0,339,"DST=15050,15051;REC=15050",11.05424,0.101470872,2713.89,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3403
31.57%,224901000,712440000,ea_3f_z_nu,eR.pW,500019,0,0,0.0,,DST=;REC=,221.31719,0.298,1355.52,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3857
17.65%,123000,697000,ae_5f_ww_h,eB.pL,500214,0,0,0.0,,DST=;REC=,3.47310384e-05,3.32618023e-06,28792700.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3673
17.65%,123000,697000,ae_5f_ww_h,eB.pR,500216,0,0,0.0,,DST=;REC=,3.12604898e-05,3.71687442e-06,31989262.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3674
17.65%,123000,697000,ae_5f_ww_h,eW.pL,500213,400,461,8.0,747,"DST=16317,16318;REC=16317",0.86742897,0.00195,5764.16,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3858
17.65%,123000,697000,ae_5f_ww_h,eW.pR,500215,600,454,8.6,747,"DST=16317,16318;REC=16317",1.3196088,0.00245,5304.6,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3859
17.65%,123000,697000,ae_5f_ww_l,eB.pL,500242,1000,10706253,100.0,338,"DST=15047,15048;REC=15047",9.34033541e-05,1.26183663e-06,10706300.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3362
17.65%,123000,697000,ae_5f_ww_l,eB.pR,500244,0,0,0.0,,DST=;REC=,0.0321673423,0.00233888547,31087.4,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3675
17.65%,123000,697000,ae_5f_ww_l,eW.pL,500241,0,0,0.0,,DST=;REC=,0.27434579,0.000372,7290.07,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3860
17.65%,123000,697000,ae_5f_ww_l,eW.pR,500243,0,0,0.0,,DST=;REC=,3.842944,0.00553,5204.34,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3861
17.65%,123000,697000,ae_5f_ww_sl,eB.pL,500230,1000,3851175,100.0,338,"DST=15047,15048;REC=15047",0.000259660968,6.70515698e-06,3851180.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3363
17.65%,123000,697000,ae_5f_ww_sl,eB.pR,500232,0,0,0.0,,DST=;REC=,0.0516673347,0.00580761628,19354.6,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3676
17.65%,123000,697000,ae_5f_ww_sl,eW.pL,500229,800,473,8.0,747,"DST=16317,16318;REC=16317",1.6885251,0.00185,5922.32,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3862
17.65%,123000,697000,ae_5f_ww_sl,eW.pR,500231,6400,512,10.0,747,"DST=16317,16318;REC=16317",12.483807,0.0299,5126.64,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3863
17.65%,123000,697000,ae_5f_zz_h,eB.pL,500210,1000,306375,100.0,338,"DST=15047,15048;REC=15047",0.00326396556,7.07473256e-05,306376.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3364
17.65%,123000,697000,ae_5f_zz_h,eB.pR,500212,1000,295288,100.0,338,"DST=15047,15048;REC=15047",0.00338652242,7.44430814e-05,295288.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3365
17.65%,123000,697000,ae_5f_zz_h,eW.pL,500209,400,1953,20.0,747,"DST=16317,16318;REC=16317",0.20475203,0.000562,9767.91,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3872
17.65%,123000,697000,ae_5f_zz_h,eW.pR,500211,400,1792,20.0,747,"DST=16317,16318;REC=16317",0.2231971,0.000613,8960.69,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3873
17.65%,123000,697000,ae_5f_zz_l,eB.pL,500234,8000,9787,100.0,338,"DST=15047,15048;REC=15047",0.817399711,0.00366407791,9787.13,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3366
17.65%,123000,697000,ae_5f_zz_l,eB.pR,500236,8000,9766,100.0,338,"DST=15047,15048;REC=15047",0.819150285,0.00344233256,9766.22,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3367
17.65%,123000,697000,ae_5f_zz_l,eW.pL,500233,8000,579,10.0,747,"DST=16317,16318;REC=16317",13.813397,0.0241,5791.48,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3874
17.65%,123000,697000,ae_5f_zz_l,eW.pR,500235,0,0,0.0,,DST=;REC=,13.905538,0.0225,5753.1,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3875
17.65%,123000,697000,ae_5f_zz_sl,eB.pL,500222,3000,14117,100.0,338,"DST=15047,15048;REC=15047",0.212499698,0.00160501395,14117.7,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3370
17.65%,123000,697000,ae_5f_zz_sl,eB.pR,500224,3000,13975,100.0,338,"DST=15047,15048;REC=15047",0.214664603,0.00184259826,13975.3,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3371
17.65%,123000,697000,ae_5f_zz_sl,eW.pL,500221,3000,666,10.0,747,"DST=16317,16318;REC=16317",4.4987202,0.0115,6668.56,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3876
17.65%,123000,697000,ae_5f_zz_sl,eW.pR,500223,3000,662,10.0,747,"DST=16317,16318;REC=16317",4.530851,0.00968,6621.27,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3877
17.65%,123000,697000,ae_5f_zznu_l,eB.pL,500238,1000,11813929,100.0,381,"DST=15194,15195;REC=15194",8.46458383e-05,4.7464064e-06,11813900.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3595
17.65%,123000,697000,ae_5f_zznu_l,eB.pR,500240,1000,6707242,100.0,381,"DST=15194,15195;REC=15194",0.000149092571,8.23625581e-06,6707240.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3596
17.65%,123000,697000,ae_5f_zznu_l,eW.pL,500237,0,0,0.0,,DST=;REC=,0.023223178,2.94e-05,43060.4,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3864
17.65%,123000,697000,ae_5f_zznu_l,eW.pR,500239,0,0,0.0,,DST=;REC=,0.037016567,5.33e-05,27014.9,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3865
17.65%,123000,697000,ae_5f_zznu_sl,eB.pL,500226,1000,63230034,100.0,381,"DST=15194,15195;REC=15194",1.5815269e-05,1.135125e-06,63230000.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3593
17.65%,123000,697000,ae_5f_zznu_sl,eB.pR,500228,1000,20664487,100.0,381,"DST=15194,15195;REC=15194",4.83921986e-05,3.05691802e-06,20664500.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3594
17.65%,123000,697000,ae_5f_zznu_sl,eW.pL,500225,600,24825,60.0,747,"DST=16317,16318;REC=16317",0.024168602,5.84e-05,41376.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3866
17.65%,123000,697000,ae_5f_zznu_sl,eW.pR,500227,600,12928,60.0,747,"DST=16317,16318;REC=16317",0.046408183,0.000116,21547.9,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3867
17.65%,123000,697000,ae_5f_zzorww_h,eB.pL,500218,0,0,0.0,,DST=;REC=,0.000353170116,1.09816744e-05,2831500.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3677
17.65%,123000,697000,ae_5f_zzorww_h,eB.pR,500220,1000,2981096,100.0,338,"DST=15047,15048;REC=15047",0.000335446998,1.09288779e-05,2981100.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3368
17.65%,123000,697000,ae_5f_zzorww_h,eW.pL,500217,400,551,10.0,747,"DST=16317,16318;REC=16317",0.72471737,0.00176,5519.4,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3868
17.65%,123000,697000,ae_5f_zzorww_h,eW.pR,500219,600,550,10.0,747,"DST=16317,16318;REC=16317",1.0907193,0.00183,5500.96,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3869
17.65%,123000,697000,ae_5f_zzorww_l,eB.pL,500246,0,0,0.0,,DST=;REC=,5.70400788e-05,2.7137407e-06,17531500.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3678
17.65%,123000,697000,ae_5f_zzorww_l,eB.pR,500248,1000,11580093,100.0,338,"DST=15047,15048;REC=15047",8.63550884e-05,3.79078953e-06,11580100.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3369
17.65%,123000,697000,ae_5f_zzorww_l,eW.pL,500245,0,0,0.0,,DST=;REC=,0.12646637,0.000175,7907.24,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3870
17.65%,123000,697000,ae_5f_zzorww_l,eW.pR,500247,0,0,0.0,,DST=;REC=,0.1922166,0.000395,5202.46,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3871
17.65%,123000,697000,ea_5f_ww_h,eL.pB,500174,1000,27557557,100.0,382,"DST=15197,15198;REC=15197",3.62876868e-05,2.87062674e-06,27557600.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3597
17.65%,123000,697000,ea_5f_ww_h,eL.pW,500173,600,457,8.6,747,"DST=16317,16318;REC=16317",1.3107906,0.00433,5340.29,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3878
17.65%,123000,697000,ea_5f_ww_h,eR.pB,500176,1000,32380380,100.0,382,"DST=15197,15198;REC=15197",3.08828981e-05,2.79176337e-06,32380400.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3598
17.65%,123000,697000,ea_5f_ww_h,eR.pW,500175,400,459,8.0,747,"DST=16317,16318;REC=16317",0.87043107,0.002,5744.28,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3879
17.65%,123000,697000,ea_5f_ww_l,eL.pB,500202,0,0,0.0,,DST=;REC=,0.00079054048,4.32697035e-05,1264960.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3679
17.65%,123000,697000,ea_5f_ww_l,eL.pW,500201,1500,4912,75.0,747,"DST=16317,16318;REC=16317",0.30532742,0.000361,6550.35,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3880
17.65%,123000,697000,ea_5f_ww_l,eR.pB,500204,1000,1735364,100.0,382,"DST=15197,15198;REC=15197",0.00057624793,3.44895814e-05,1735360.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3602
17.65%,123000,697000,ea_5f_ww_l,eR.pW,500203,1000,5194,100.0,747,"DST=16317,16318;REC=16317",0.19251677,0.000243,5194.35,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3881
17.65%,123000,697000,ea_5f_ww_sl,eL.pB,500190,0,0,0.0,,DST=;REC=,0.00110930597,7.78118605e-05,901465.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3680
17.65%,123000,697000,ea_5f_ww_sl,eL.pW,500189,800,364,7.3,747,"DST=16317,16318;REC=16317",2.1966446,0.0023,5007.64,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3882
17.65%,123000,697000,ea_5f_ww_sl,eR.pB,500192,1000,1350900,100.0,382,"DST=15197,15198;REC=15197",0.000740247204,5.67816279e-05,1350900.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3601
17.65%,123000,697000,ea_5f_ww_sl,eR.pW,500191,800,557,10.0,747,"DST=16317,16318;REC=16317",1.434776,0.00189,5575.78,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3883
17.65%,123000,697000,ea_5f_zz_h,eL.pB,500170,1000,304008,100.0,337,"DST=15053,15054;REC=15053",0.00328938499,8.09663953e-05,304008.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3372
17.65%,123000,697000,ea_5f_zz_h,eL.pW,500169,200,899,10.0,747,"DST=16317,16318;REC=16317",0.22243738,0.000528,8991.29,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3892
17.65%,123000,697000,ea_5f_zz_h,eR.pB,500172,1000,302293,100.0,337,"DST=15053,15054;REC=15053",0.00330803886,7.25543023e-05,302294.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3373
17.65%,123000,697000,ea_5f_zz_h,eR.pW,500171,200,980,10.0,747,"DST=16317,16318;REC=16317",0.20389968,0.000504,9808.75,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3893
17.65%,123000,697000,ea_5f_zz_l,eL.pB,500194,8000,9712,100.0,337,"DST=15053,15054;REC=15053",0.823658206,0.00331226163,9712.77,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3374
17.65%,123000,697000,ea_5f_zz_l,eL.pW,500193,7500,541,9.4,747,"DST=16317,16318;REC=16317",13.845713,0.0229,5777.96,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3894
17.65%,123000,697000,ea_5f_zz_l,eR.pB,500196,8000,9767,100.0,337,"DST=15053,15054;REC=15053",0.819042754,0.0034542157,9767.5,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3375
17.65%,123000,697000,ea_5f_zz_l,eR.pW,500195,6000,433,8.6,747,"DST=16317,16318;REC=16317",13.856513,0.0223,5051.78,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3895
17.65%,123000,697000,ea_5f_zz_sl,eL.pB,500182,3000,13952,100.0,337,"DST=15053,15054;REC=15053",0.21502233,0.00162458547,13952.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3381
17.65%,123000,697000,ea_5f_zz_sl,eL.pW,500181,3000,663,10.0,747,"DST=16317,16318;REC=16317",4.519288,0.0113,6638.21,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3896
17.65%,123000,697000,ea_5f_zz_sl,eR.pB,500184,2000,9523,100.0,337,"DST=15053,15054;REC=15053",0.210014579,0.00185591802,9523.15,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3382
17.65%,123000,697000,ea_5f_zz_sl,eR.pW,500183,3600,806,9.0,747,"DST=16317,16318;REC=16317",4.4656986,0.0117,8957.16,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3897
17.65%,123000,697000,ea_5f_zznu_l,eL.pB,500198,1000,7846190,100.0,337,"DST=15053,15054;REC=15053",0.000127450381,5.67816279e-06,7846190.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3376
17.65%,123000,697000,ea_5f_zznu_l,eL.pW,500197,1000,27030,100.0,747,"DST=16317,16318;REC=16317",0.036995748,4.88e-05,27030.1,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3884
17.65%,123000,697000,ea_5f_zznu_l,eR.pB,500200,0,0,0.0,,DST=;REC=,6.91084935e-05,4.0062593e-06,14470000.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3681
17.65%,123000,697000,ea_5f_zznu_l,eR.pW,500199,1000,43012,100.0,747,"DST=16317,16318;REC=16317",0.023249034,3.46e-05,43012.5,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3885
17.65%,123000,697000,ea_5f_zznu_sl,eL.pB,500186,1000,21716952,100.0,382,"DST=15197,15198;REC=15197",4.60469765e-05,3.52256395e-06,21717000.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3599
17.65%,123000,697000,ea_5f_zznu_sl,eL.pW,500185,600,12999,60.0,747,"DST=16317,16318;REC=16317",0.046157304,0.000124,21665.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3886
17.65%,123000,697000,ea_5f_zznu_sl,eR.pB,500188,1000,88564679,100.0,382,"DST=15197,15198;REC=15197",1.12911829e-05,8.78012209e-07,88564680.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3600
17.65%,123000,697000,ea_5f_zznu_sl,eR.pW,500187,600,24610,60.0,747,"DST=16317,16318;REC=16317",0.02437996,6.34e-05,41017.3,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3887
17.65%,123000,697000,ea_5f_zzorww_h,eL.pB,500178,1000,3208483,100.0,337,"DST=15053,15054;REC=15053",0.000311673751,8.88527326e-06,3208480.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3377
17.65%,123000,697000,ea_5f_zzorww_h,eL.pW,500177,600,547,10.0,747,"DST=16317,16318;REC=16317",1.0954513,0.00179,5477.19,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3888
17.65%,123000,697000,ea_5f_zzorww_h,eR.pB,500180,1000,3252932,100.0,337,"DST=15053,15054;REC=15053",0.000307414966,9.14815116e-06,3252930.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3378
17.65%,123000,697000,ea_5f_zzorww_h,eR.pW,500179,400,553,10.0,747,"DST=16317,16318;REC=16317",0.72329533,0.00138,5530.24,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3889
17.65%,123000,697000,ea_5f_zzorww_l,eL.pB,500206,1000,18628326,100.0,337,"DST=15053,15054;REC=15053",5.36816875e-05,2.4237343e-06,18628300.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3379
17.65%,123000,697000,ea_5f_zzorww_l,eL.pW,500205,1000,5152,100.0,747,"DST=16317,16318;REC=16317",0.19409879,0.000271,5152.02,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3890
17.65%,123000,697000,ea_5f_zzorww_l,eR.pB,500208,1000,22941218,100.0,337,"DST=15053,15054;REC=15053",4.35896643e-05,1.86643314e-06,22941200.0,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3380
17.65%,123000,697000,ea_5f_zzorww_l,eR.pW,500207,1000,7894,100.0,747,"DST=16317,16318;REC=16317",0.12667552,0.000171,7894.19,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3891
75.69%,1433865500,1894400000,aa_2f_z_h,eB.pB,500057,42810000,1015,44.0,"400,413","DST=15255,15256,15291;REC=15255",42149.6384,163.946512,2306.07,250,https://ild.ngt.ndu.ac.jp/elog/genmeta/3794
