nCharged,nChargedNonMuon,nTracks,nTracksNonMuon,totalCharge,sumPtChargedNonMuon,nRecoTracks,visibleEnergy,visiblePx,visiblePy,visiblePz,visiblePt,invMass,recoilMass,totalEnergy,mu1_E,mu1_px,mu1_py,mu1_pz,mu1_pt,mu1_charge,mu2_E,mu2_px,mu2_py,mu2_pz,mu2_pt,mu2_charge,dimuon_px,dimuon_py,dimuon_pz,dimuon_pt,missingEnergy,missingPx,missingPy,missingPz,met,process_id,weight,process_type,process_group
2.0,0.0,2.0,0.0,0.0,0.0,2.0,107.748825,-15.538567,32.527992,44.109184,36.04882,91.45858,130.3467,107.748825,60.603466,1.925915,59.770767,9.823786,59.80179,-1.0,47.14536,-17.464481,-27.242777,34.285397,32.360115,1.0,-15.538567,32.527992,44.109184,36.04882,142.25117,15.538567,-32.527992,-44.109184,36.04882,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,111.42036,-24.259583,45.41126,34.573906,51.485043,82.85755,144.98946,96.68686,57.699863,-2.059121,56.661083,10.702183,56.698486,1.0,38.986996,-20.394485,-25.618479,21.159512,32.7451,-1.0,-22.453606,31.042604,31.861694,38.311977,138.57965,24.259583,-45.41126,-34.573906,51.485043,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,110.6237,19.381413,56.043617,-13.658188,59.300304,91.38559,126.30369,109.79741,76.87994,5.9329376,64.16112,-41.936337,64.43484,1.0,32.917473,13.311664,-7.8769565,29.056732,15.467606,-1.0,19.244602,56.28416,-12.879604,59.483288,139.3763,-19.381413,-56.043617,13.658188,59.300304,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,109.116425,13.221298,-34.978405,44.43711,37.393738,92.37665,128.35588,109.116425,75.602615,45.91972,-42.13892,42.795177,62.324226,-1.0,33.51381,-32.69842,7.160516,1.6419349,33.47327,1.0,13.221298,-34.978405,44.43711,37.393738,140.88358,-13.221298,34.978405,-44.43711,37.393738,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,110.73783,-14.334908,34.133232,-51.446674,37.02117,90.695175,124.28715,110.55664,35.821407,-4.5791016,27.468027,22.53204,27.847095,-1.0,74.73523,-9.732522,6.648708,-73.79978,11.786742,1.0,-14.311624,34.116734,-51.267742,36.99695,139.26218,14.334908,-34.133232,51.446674,37.02117,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,109.16161,36.90156,-31.728363,45.242844,48.666355,84.60116,126.479515,107.32057,72.02826,20.74531,-61.530052,31.172659,64.93316,1.0,35.292316,15.490566,28.796978,13.277963,32.698986,-1.0,36.235878,-32.733074,44.450623,48.83127,140.83838,-36.90156,31.728363,-45.242844,48.666355,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,106.45103,12.514318,42.006115,-52.887177,43.830605,81.324326,126.048134,106.45103,72.08081,-17.812626,29.599869,-63.2628,34.546227,-1.0,34.370216,30.326944,12.406245,10.375621,32.766422,1.0,12.514318,42.006115,-52.887177,43.830605,143.54898,-12.514318,-42.006115,52.887177,43.830605,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,104.601425,-13.3156805,37.36464,24.690472,39.666405,90.12886,142.75797,100.48675,72.11299,-17.788576,63.0069,30.231768,65.469864,-1.0,28.373756,3.404225,-26.651667,-9.118687,26.868198,1.0,-14.384351,36.355232,21.113081,39.097473,145.39857,13.3156805,-37.36464,-24.690472,39.666405,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,103.848206,-16.133743,29.101992,31.194792,33.27497,91.36874,142.82123,100.90069,68.796616,-43.428288,33.292667,41.695763,54.721275,1.0,32.104073,29.107162,-5.653955,-12.306821,29.651207,-1.0,-14.321125,27.638712,29.388943,31.128653,146.1518,16.133743,-29.101992,-31.194792,33.27497,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,127.13554,-26.150124,-13.697613,-34.830173,29.520391,111.53508,125.88479,118.18619,46.36203,-7.795212,-16.723106,42.532234,18.45068,-1.0,71.82416,-16.316097,2.659349,-69.89565,16.531399,1.0,-24.11131,-14.063757,-27.363419,27.91316,122.86446,26.150124,13.697613,34.830173,29.520391,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,115.02812,-23.17857,-43.70539,12.639687,49.471275,82.09403,146.67372,95.4525,52.60338,-18.024391,-23.90438,-43.25272,29.938238,-1.0,42.84912,-7.2996154,-17.417511,38.462624,18.885286,1.0,-25.324007,-41.32189,-4.7900963,48.464462,134.97188,23.17857,43.70539,-12.639687,49.471275,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,107.54211,50.559822,26.10479,-14.711087,56.90128,90.06183,129.76933,107.54211,72.16797,38.192596,59.236725,-15.509093,70.48166,1.0,35.374138,12.367227,-33.131935,0.79800624,35.36486,-1.0,50.559822,26.10479,-14.711087,56.90128,142.45789,-50.559822,-26.10479,14.711087,56.90128,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,99.343216,-19.768959,-4.1185646,34.86962,20.193422,90.80424,145.16818,99.343216,56.763515,-36.99153,33.916832,26.520788,50.1869,1.0,42.5797,17.222572,-38.035397,8.348834,41.752945,-1.0,-19.768959,-4.1185646,34.86962,20.193422,150.65678,19.768959,4.1185646,-34.86962,20.193422,signal,0.0012192587939698495,signal,Signal
3.0,1.0,3.0,1.0,-1.0,1.0565073e+09,3.0,109.77236,-44.33072,-1.119819,-40.490643,44.34486,89.53264,130.08171,107.18968,43.96099,-25.697548,34.764153,7.9774103,43.230896,-1.0,63.22869,-17.193335,-36.95277,-48.33973,40.756817,1.0,-42.890884,-2.1886177,-40.36232,42.946686,140.22763,44.33072,1.119819,40.490643,44.34486,signal,0.0012192587939698495,signal,Signal
13.0,11.0,13.0,11.0,1.0,1.0822294e+09,13.0,139.53256,29.283792,50.144135,-10.21153,58.068707,92.73516,127.767555,109.55052,72.48798,59.63146,35.82182,-20.380762,69.563736,-1.0,37.062542,-30.340036,14.392235,15.683051,33.580563,1.0,29.291422,50.214054,-4.697711,58.13294,110.46744,-29.283792,-50.144135,10.21153,58.068707,signal,0.0012192587939698495,signal,Signal
5.0,3.0,5.0,3.0,1.0,1.0733853e+09,5.0,114.2894,-24.175108,-54.442795,-17.236454,59.568897,91.12715,125.328835,110.19368,73.65825,-34.243217,-41.94514,-49.93522,54.14788,-1.0,36.535435,10.438294,-12.5872135,32.671436,16.352245,1.0,-23.804924,-54.532356,-17.263783,59.501698,135.7106,24.175108,54.442795,17.236454,59.568897,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,107.993484,-52.787205,38.273617,-10.900553,65.202446,85.39562,125.680824,107.993484,75.90876,-59.20575,25.923859,-39.808956,64.63255,1.0,32.084724,6.418544,12.349757,28.908403,13.918125,-1.0,-52.787205,38.273617,-10.900553,65.202446,142.00652,52.787205,-38.273617,10.900553,65.202446,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,107.28859,-28.45319,57.040047,8.715328,63.74285,85.858795,127.38697,107.28859,62.375557,6.4722705,50.408443,36.163364,50.822254,-1.0,44.91303,-34.92546,6.6316013,-27.448036,35.549484,1.0,-28.45319,57.040047,8.715328,63.74285,142.71141,28.45319,-57.040047,-8.715328,63.74285,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,117.293205,27.19403,-23.244205,30.625507,35.77441,107.42423,124.06999,117.293205,78.279305,53.58392,-10.081448,56.167244,54.52405,-1.0,39.0139,-26.389889,-13.162759,-25.541737,29.490414,1.0,27.19403,-23.244205,30.625507,35.77441,132.70679,-27.19403,23.244205,-30.625507,35.77441,signal,0.0012192587939698495,signal,Signal
3.0,1.0,3.0,1.0,1.0,1.05733786e+09,3.0,108.79051,57.12602,-19.649357,34.4733,60.41092,80.54178,124.550896,106.948105,45.56639,40.08802,-3.9079494,-21.306225,40.278053,-1.0,61.381714,17.41487,-15.96626,56.652412,23.626238,1.0,57.50289,-19.87421,35.346188,60.8405,141.20949,-57.12602,19.649357,-34.4733,60.41092,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,104.30014,45.140327,18.05231,3.651207,48.616203,91.55192,138.59389,103.34698,66.94811,43.569984,39.14532,32.424236,58.572174,-1.0,36.398865,0.96002626,-21.65916,-29.237255,21.680426,1.0,44.53001,17.48616,3.1869812,47.84023,145.69986,-45.140327,-18.05231,-3.651207,48.616203,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,113.06423,-39.11269,29.681067,24.94804,49.09957,91.51766,138.26808,103.51483,56.436867,-56.110634,-5.4986963,2.5419974,56.379417,-1.0,47.07797,25.34828,31.108835,24.617485,40.12848,1.0,-30.762354,25.610138,27.159483,40.02751,136.93576,39.11269,-29.681067,-24.94804,49.09957,signal,0.0012192587939698495,signal,Signal
3.0,1.0,3.0,1.0,1.0,1.04178054e+09,3.0,107.37903,-65.118576,14.355449,-13.270075,66.68214,69.587494,154.4316,86.9866,44.402893,-26.575249,6.5405936,-34.96533,27.368288,-1.0,42.58371,-24.068453,6.0820365,34.598717,24.82502,1.0,-50.6437,12.62263,-0.36661148,52.193058,142.62097,65.118576,-14.355449,13.270075,66.68214,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,113.23634,-5.1258583,26.34356,47.958496,26.837614,99.00603,125.23587,113.23634,70.81919,-45.451836,13.990344,52.47608,47.556274,1.0,42.41715,40.325977,12.353216,-4.5175853,42.175663,-1.0,-5.1258583,26.34356,47.958496,26.837614,136.76366,5.1258583,-26.34356,-47.958496,26.837614,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,109.74818,-41.44009,-45.398617,8.099039,61.468002,90.55801,125.80407,109.74818,84.0681,-55.182423,-63.284103,-4.177139,83.96414,1.0,25.680077,13.7423315,17.885487,12.276177,22.555317,-1.0,-41.44009,-45.398617,8.099039,61.468002,140.25183,41.44009,45.398617,-8.099039,61.468002,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,111.06497,42.084686,-18.130178,44.00773,45.823837,91.09843,123.557434,111.06497,61.59123,59.838974,11.678328,8.739196,60.96791,-1.0,49.47374,-17.754286,-29.808506,35.26853,34.69527,1.0,42.084686,-18.130178,44.00773,45.823837,138.93503,-42.084686,18.130178,-44.00773,45.823837,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,110.879745,26.679283,-33.645454,44.35919,42.939503,92.102005,124.67119,110.879745,80.11154,38.021103,-17.865524,68.21333,42.0093,1.0,30.768206,-11.34182,-15.779928,-23.85414,19.433039,-1.0,26.679283,-33.645454,44.35919,42.939503,139.12025,-26.679283,33.645454,-44.35919,42.939503,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,109.39122,-43.10211,31.4538,28.361286,53.35854,91.18631,126.96194,109.39122,75.910675,-37.27006,25.883276,60.855648,45.37622,1.0,33.480545,-5.8320513,5.5705237,-32.49436,8.064959,-1.0,-43.10211,31.4538,28.361286,53.35854,140.60878,43.10211,-31.4538,-28.361286,53.35854,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,111.53657,36.59241,33.28268,40.97175,49.464546,90.77218,123.87168,110.79079,81.41055,41.75229,60.876404,34.328823,73.81863,1.0,29.380236,-5.544946,-28.149391,6.328051,28.690323,-1.0,36.207344,32.727013,40.656876,48.806038,138.46344,-36.59241,-33.28268,-40.97175,49.464546,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,107.34565,14.166389,15.274363,-50.645847,20.832493,80.15069,143.67079,96.565674,64.24081,1.47024,53.466747,-35.580994,53.486958,-1.0,32.324867,8.156954,-29.097565,-11.474898,30.219269,1.0,9.627193,24.369183,-47.055893,26.201906,142.65436,-14.166389,-15.274363,50.645847,20.832493,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,104.870605,-22.694628,-59.33264,-37.172062,63.524864,74.41746,126.23944,104.203125,86.703064,-36.461185,-69.220665,-37.369545,78.2363,1.0,17.500061,14.052367,10.41764,0.4861847,17.492748,-1.0,-22.408817,-58.803024,-36.88336,62.92814,145.1294,22.694628,59.33264,37.172062,63.524864,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,98.484795,-18.628098,-29.682175,25.301535,35.043365,88.16864,145.51694,98.19705,38.891342,-14.563265,-16.349964,-32.14198,21.895433,-1.0,59.305714,-3.9626408,-13.205356,57.68071,13.787093,1.0,-18.525906,-29.55532,25.53873,34.8816,151.5152,18.628098,29.682175,-25.301535,35.043365,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,109.52985,-54.861515,29.119455,4.3297577,62.110615,90.11278,125.91818,109.52985,66.21008,-56.190437,8.788185,-33.89924,56.87352,-1.0,43.319767,1.3289223,20.33127,38.228996,20.374655,1.0,-54.861515,29.119455,4.3297577,62.110615,140.47015,54.861515,-29.119455,-4.3297577,62.110615,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,109.93131,60.133846,-12.165598,9.583966,61.352108,90.713615,125.551994,109.93131,80.66801,80.27404,7.6885877,2.0669448,80.6414,1.0,29.263308,-20.140194,-19.854185,7.5170217,28.28102,-1.0,60.133846,-12.165598,9.583966,61.352108,140.0687,-60.133846,12.165598,-9.583966,61.352108,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,115.30769,-29.854622,49.701115,-12.954111,57.978436,96.849815,125.06844,112.47554,69.007706,-13.492116,63.635216,23.034033,65.04981,1.0,43.46784,-15.846816,-16.552319,-36.936874,22.91508,-1.0,-29.338932,47.082897,-13.902842,55.475872,134.6923,29.854622,-49.701115,12.954111,57.978436,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,105.34394,11.244749,-40.427357,33.837013,41.962074,90.507385,134.23717,105.34394,76.68947,24.675594,-42.20437,59.08605,48.888584,-1.0,28.65447,-13.430845,1.7770122,-25.249037,13.547892,1.0,11.244749,-40.427357,33.837013,41.962074,144.65607,-11.244749,40.427357,-33.837013,41.962074,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,109.21031,-22.692072,-54.20261,-20.845623,58.760983,89.66326,126.2313,109.21031,51.41147,25.794409,-43.598095,8.773497,50.657135,1.0,57.798847,-48.48648,-10.604515,-29.61912,49.632595,-1.0,-22.692072,-54.20261,-20.845623,58.760983,140.78969,22.692072,54.20261,20.845623,58.760983,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,114.94713,13.973791,38.773235,10.992529,41.214447,91.06732,136.42166,104.36478,58.595814,3.9643474,33.22309,48.103638,33.45878,-1.0,45.768963,11.369373,14.974281,-41.728725,18.801376,1.0,15.333721,48.197372,6.3749123,50.57776,135.05287,-13.973791,-38.773235,-10.992529,41.214447,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,113.662506,41.885944,-4.467851,1.149581,42.123558,91.69786,141.67029,101.676056,63.63423,57.456383,27.331402,1.0268457,63.625793,1.0,38.041824,-15.228181,-32.796585,-11.817251,36.159557,-1.0,42.228203,-5.4651833,-10.790405,42.580387,136.3375,-41.885944,4.467851,-1.149581,42.123558,signal,0.0012192587939698495,signal,Signal
4.0,2.0,4.0,2.0,0.0,1.0709687e+09,4.0,111.151306,-32.738953,13.719074,32.46173,35.49721,91.42582,142.43521,101.14178,63.923336,-54.912796,-17.270098,27.793919,57.5645,-1.0,37.21844,20.529827,30.606852,-5.1903405,36.854485,1.0,-34.38297,13.336754,22.603579,36.87896,138.8487,32.738953,-13.719074,-32.46173,35.49721,signal,0.0012192587939698495,signal,Signal
3.0,1.0,3.0,1.0,1.0,1.0555193e+09,3.0,115.060326,7.510536,38.629234,-52.170815,39.352585,91.32963,123.98802,110.93614,83.6495,11.363398,33.16063,-75.95042,35.05359,1.0,27.286646,-3.9375336,5.1294317,26.508986,6.4664707,-1.0,7.425864,38.290062,-49.44143,39.00349,134.93967,-7.510536,-38.629234,52.170815,39.352585,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,110.212074,5.126648,-49.919746,-36.03135,50.182304,89.390625,127.48977,108.47408,51.61152,-16.368666,-46.01088,16.697163,48.83579,-1.0,56.862564,21.216547,-3.5980875,-52.633102,21.519482,1.0,4.8478813,-49.608967,-35.93594,49.845276,139.78793,-5.126648,49.919746,36.03135,50.182304,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,107.47064,16.71471,13.291227,58.862324,21.355053,87.34487,128.0383,107.47064,41.0202,40.34624,6.810261,-2.9048975,40.916973,-1.0,66.45044,-23.63153,6.480967,61.76722,24.504126,1.0,16.71471,13.291227,58.862324,21.355053,142.52936,-16.71471,-13.291227,-58.862324,21.355053,signal,0.0012192587939698495,signal,Signal
4.0,2.0,4.0,2.0,0.0,1.0757331e+09,4.0,118.7487,-32.97396,-29.834068,-39.232773,44.467445,91.492004,125.627235,110.17717,44.461555,2.2527728,-42.86139,11.603321,42.92055,1.0,65.715614,-35.033493,13.004806,-54.056004,37.36938,-1.0,-32.78072,-29.856583,-42.452682,44.339497,131.2513,32.97396,29.834068,39.232773,44.467445,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,108.889366,13.946199,-33.428997,53.201317,36.221462,87.832344,125.57801,108.889366,82.33616,33.081177,-26.92903,70.42503,42.65603,-1.0,26.55321,-19.134977,-6.4999666,-17.223719,20.208834,1.0,13.946199,-33.428997,53.201317,36.221462,141.11063,-13.946199,33.428997,-53.201317,36.221462,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,106.64989,22.542414,-4.97855,50.183125,23.085632,91.22996,132.27986,106.64989,65.982956,51.12658,20.4329,36.363457,55.05843,-1.0,40.666927,-28.584166,-25.41145,13.819667,38.24652,1.0,22.542414,-4.97855,50.183125,23.085632,143.35011,-22.542414,4.97855,-50.183125,23.085632,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,118.32161,0.7987435,-25.65601,47.725243,25.66844,88.36089,150.24294,95.46942,51.474014,17.884787,-47.682747,-7.4862943,50.926514,-1.0,43.995403,-20.079481,21.733791,32.558144,29.58958,1.0,-2.1946945,-25.948956,25.07185,26.041601,131.67839,-0.7987435,25.65601,-47.725243,25.66844,signal,0.0012192587939698495,signal,Signal
10.0,8.0,10.0,8.0,0.0,1.0786385e+09,10.0,132.42343,-43.352173,-3.6856074,-38.944374,43.508556,92.28041,125.38481,110.588646,42.41236,-27.407999,-25.117748,20.412968,37.1766,-1.0,68.176285,-16.34189,21.29765,-62.668488,26.844873,1.0,-43.74989,-3.8200989,-42.25552,43.91635,117.57657,43.352173,3.6856074,38.944374,43.508556,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,110.29425,53.959396,23.832851,-18.783157,58.988316,91.28195,125.24084,110.29425,84.2733,66.49745,33.595123,-39.388153,74.50197,-1.0,26.020954,-12.538054,-9.762272,20.604996,15.890398,1.0,53.959396,23.832851,-18.783157,58.988316,139.70575,-53.959396,-23.832851,18.783157,58.988316,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,106.67951,-37.05422,-21.87123,36.07776,43.0275,90.42838,132.27817,106.35956,58.649204,-57.620293,-9.498279,-5.421623,58.397907,1.0,47.710354,20.569542,-12.444124,41.210384,24.040846,-1.0,-37.05075,-21.942402,35.78876,43.060738,143.3205,37.05422,21.87123,-36.07776,43.0275,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,110.0853,-25.39879,-6.4001465,-54.50128,26.192755,91.99088,126.17319,110.0853,56.19062,-35.242065,36.756096,-23.756117,50.921642,-1.0,53.894676,9.843275,-43.156242,-30.745167,44.26456,1.0,-25.39879,-6.4001465,-54.50128,26.192755,139.9147,25.39879,6.4001465,54.50128,26.192755,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,110.473114,2.6933022,-4.865341,62.323753,5.5610633,91.04468,124.70998,110.473114,61.65596,-34.33081,-29.330639,41.982697,45.15408,1.0,48.81715,37.024113,24.465298,20.341055,44.377197,-1.0,2.6933022,-4.865341,62.323753,5.5610633,139.52689,-2.6933022,4.865341,-62.323753,5.5610633,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,105.55273,-18.818762,48.48196,-7.3674297,52.006214,91.55573,134.55887,105.55273,69.01141,-47.40212,41.01227,-28.871927,62.681477,1.0,36.541313,28.583357,7.46969,21.504498,29.543266,-1.0,-18.818762,48.48196,-7.3674297,52.006214,144.44727,18.818762,-48.48196,7.3674297,52.006214,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,106.224106,36.761444,36.067833,37.062874,51.500412,85.19162,129.01767,106.224106,84.327286,53.737526,48.345257,43.4291,72.284065,1.0,21.896822,-16.976082,-12.277425,-6.3662276,20.950478,-1.0,36.761444,36.067833,37.062874,51.500412,143.7759,-36.761444,-36.067833,-37.062874,51.500412,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,109.82829,57.23478,25.886284,-0.66039276,62.816555,90.08827,125.30663,109.82829,69.26815,67.865616,-13.0464735,-4.7015467,69.10827,1.0,40.56014,-10.630837,38.93276,4.041154,40.358078,-1.0,57.23478,25.886284,-0.66039276,62.816555,140.1717,-57.23478,-25.886284,0.66039276,62.816555,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,109.98294,-6.89822,-41.889725,-45.23905,42.45391,90.814865,125.52239,109.98294,64.51681,-46.304768,-38.71881,-22.784231,60.35957,1.0,45.46613,39.406548,-3.1709156,-22.454823,39.533916,-1.0,-6.89822,-41.889725,-45.23905,42.45391,140.01706,6.89822,41.889725,45.23905,42.45391,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,110.906235,-27.192266,-53.06243,-8.082117,59.624165,93.1656,125.4062,110.906235,66.874725,2.83948,-62.88159,22.58435,62.945667,-1.0,44.031506,-30.031746,9.8191595,-30.666468,31.596228,1.0,-27.192266,-53.06243,-8.082117,59.624165,139.09377,27.192266,53.06243,8.082117,59.624165,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,112.55569,-21.159052,-45.0921,21.63905,49.809666,94.95954,130.92706,108.75084,66.46142,-38.34397,-50.24088,-20.559538,63.201313,1.0,42.28942,16.947475,5.148782,38.401157,17.712337,-1.0,-21.396496,-45.0921,17.84162,49.910995,137.4443,21.159052,45.0921,-21.63905,49.809666,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,117.80115,9.680546,19.064054,-36.304897,21.381092,108.55914,127.463036,116.07652,59.80417,45.45484,38.85452,0.83832943,59.79813,1.0,56.272358,-36.936836,-21.035692,-36.874493,42.506824,-1.0,8.518005,17.818827,-36.036163,19.750114,132.19885,-9.680546,-19.064054,36.304897,21.381092,signal,0.0012192587939698495,signal,Signal
3.0,1.0,3.0,1.0,-1.0,1.0510759e+09,3.0,104.65715,-1.7069368,-11.420248,-45.96176,11.547108,91.28728,141.57123,101.58191,37.244717,2.0034795,-32.734074,17.652649,32.795326,-1.0,64.3372,-3.7087815,21.153378,-60.6468,21.476044,1.0,-1.705302,-11.580696,-42.994152,11.705579,145.34285,1.7069368,11.420248,45.96176,11.547108,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,121.32028,3.7358398,-16.657337,21.67715,17.071127,116.97138,127.066475,120.07283,51.038574,17.904123,-11.4612465,-46.400417,21.258358,1.0,69.034256,-14.030261,-5.2625933,67.388176,14.984763,-1.0,3.8738623,-16.723839,20.987759,17.166641,128.67972,-3.7358398,16.657337,-21.67715,17.071127,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,110.42934,9.096405,34.45277,-51.300255,35.633385,91.06692,124.81393,110.42934,56.653305,-36.15107,37.432987,-22.39306,52.03968,-1.0,53.776028,45.247475,-2.980216,-28.907196,45.345512,1.0,9.096405,34.45277,-51.300255,35.633385,139.57066,-9.096405,-34.45277,51.300255,35.633385,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,110.29992,-56.480064,0.7693455,21.290478,56.485302,92.31575,125.98508,110.29992,68.40586,-36.268253,2.400648,57.949913,36.34762,-1.0,41.89406,-20.21181,-1.6313026,-36.659435,20.277534,1.0,-56.480064,0.7693455,21.290478,56.485302,139.70007,56.480064,-0.7693455,-21.290478,56.485302,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,107.31253,-60.55536,-24.181742,20.060717,65.205124,82.34785,125.98023,106.8203,65.104576,-31.113527,-27.548319,50.11611,41.556725,-1.0,41.71572,-29.099644,3.3166728,-29.70509,29.288046,1.0,-60.213173,-24.231646,20.411022,64.906075,142.68747,60.55536,24.181742,-20.060717,65.205124,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,100.33189,-14.79854,-38.367233,8.604102,41.122272,90.9399,143.99895,100.06874,69.56129,-11.672403,-64.25859,23.944553,65.31012,-1.0,30.50745,-3.0859244,26.13512,-15.431062,26.316677,1.0,-14.7583275,-38.12347,8.513492,40.8804,149.66812,14.79854,38.367233,-8.604102,41.122272,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,116.86572,-3.441311,40.53678,-8.919787,40.68259,109.192314,126.451965,116.86572,69.14056,-49.6506,48.115765,0.29610664,69.13978,1.0,47.725166,46.20929,-7.5789843,-9.215894,46.826694,-1.0,-3.441311,40.53678,-8.919787,40.68259,133.13428,3.441311,-40.53678,8.919787,40.68259,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,115.31561,-13.785782,1.6141815,58.808723,13.879962,94.79923,125.29681,111.57521,50.93968,-28.342407,39.28554,15.753904,48.442192,-1.0,60.635532,16.731735,-40.493343,41.916424,43.813946,1.0,-11.610672,-1.2078018,57.670326,11.673324,134.68439,13.785782,-1.6141815,-58.808723,13.879962,signal,0.0012192587939698495,signal,Signal
2.0,0.0,2.0,0.0,0.0,0.0,2.0,109.81062,49.473595,-7.740059,-35.37066,50.075394,91.102936,126.07312,109.81062,61.11056,39.064747,-46.37394,-7.6081686,60.634945,-1.0,48.700066,10.408849,38.63388,-27.762491,40.01151,1.0,49.473595,-7.740059,-35.37066,50.075394,140.18938,-49.473595,7.740059,35.37066,50.075394,signal,0.0012192587939698495,signal,Signal
