ProducedRate,n_prod,n_gen,process_type,pol,processID,NbEvents,int.lumi(1/fb),Done %,ElogID(s),ProdIDs of DST and REC files
99.95%,437421400,437620000,4f_ww_h,eL.pR,500066,74279400,4996,99.8,"368,418,463,464,476,477,478,479,480,481482,483,484","DST=15155,15156,15311,15405,15407,15437,15439,1544115443,15445,15447,15449,15451,15453;REC=15155"
99.95%,437421400,437620000,4f_ww_h,eR.pL,500068,700000,5116,100.0,359,"DST=15128,15129;REC=15128"
99.95%,437421400,437620000,4f_ww_l,eL.pR,500094,8000000,5116,100.0,"354,570","DST=15113,15114,15635,15636;REC=15113,15635"
99.95%,437421400,437620000,4f_ww_l,eR.pL,500096,80000,5422,100.0,341,"DST=15059,15066;REC=15066"
99.95%,437421400,437620000,4f_ww_sl,eL.pR,500082,93886800,4999,100.0,"374,419,454,455,457,458,459,460,461,462","DST=15173,15174,15313,15388,15390,15393,15395,1539715399,15401,15403;REC=15173"
99.95%,437421400,437620000,4f_ww_sl,eR.pL,500084,900000,5188,100.0,352,"DST=15110,15111;REC=15110"
99.95%,437421400,437620000,4f_zz_h,eL.pR,500062,7099000,5052,100.0,357,"DST=15122,15123;REC=15122"
99.95%,437421400,437620000,4f_zz_h,eR.pL,500064,3099800,5109,100.0,358,"DST=15125,15126;REC=15125"
99.95%,437421400,437620000,4f_zz_l,eL.pR,500086,500000,5620,100.0,356,"DST=15119,15120;REC=15119"
99.95%,437421400,437620000,4f_zz_l,eR.pL,500088,400000,6512,100.0,356,"DST=15119,15120;REC=15119"
99.95%,437421400,437620000,4f_zz_sl,eL.pR,500074,4199600,5010,100.0,355,"DST=15116,15117;REC=15116"
99.95%,437421400,437620000,4f_zz_sl,eR.pL,500076,2400000,5141,100.0,355,"DST=15116,15117;REC=15116"
99.95%,437421400,437620000,4f_zznu_l,eL.pR,500090,400000,5449,100.0,"345,391","DST=15071,15072,15231;REC=15071"
99.95%,437421400,437620000,4f_zznu_l,eR.pL,500092,300000,7380,100.0,"345,392","DST=15071,15072,15233;REC=15071"
99.95%,437421400,437620000,4f_zznu_sl,eL.pR,500078,3099600,5082,100.0,365,"DST=15146,15147;REC=15146"
99.95%,437421400,437620000,4f_zznu_sl,eR.pL,500080,1400000,5352,100.0,365,"DST=15146,15147;REC=15146"
99.95%,437421400,437620000,4f_zzorww_h,eL.pR,500070,61987400,5003,100.0,"373,417,465,469,470,471,472,473,474,475","DST=15170,15171,15309,15409,15423,15425,15427,1542915431,15433,15435;REC=15170"
99.95%,437421400,437620000,4f_zzorww_h,eR.pL,500072,1200000,5319,100.0,360,"DST=15131,15132;REC=15131"
99.95%,437421400,437620000,4f_zzorww_l,eL.pR,500098,8400000,5131,100.0,361,"DST=15134,15135;REC=15134"
99.95%,437421400,437620000,4f_zzorww_l,eR.pL,500100,300000,5412,100.0,"346,393","DST=15074,15075,15235;REC=15074"
100.00%,480000,480000,6f_eexxxx,eL.pL,402321,20000,7643728,100.0,571,"DST=15641,15642;REC=15641"
100.00%,480000,480000,6f_eexxxx,eL.pR,402309,20000,1478077,100.0,571,"DST=15641,15642;REC=15641"
100.00%,480000,480000,6f_eexxxx,eR.pL,402310,20000,2551980,100.0,571,"DST=15641,15642;REC=15641"
100.00%,480000,480000,6f_eexxxx,eR.pR,402322,20000,7266046,100.0,571,"DST=15641,15642;REC=15641"
100.00%,480000,480000,6f_eexyyx,eL.pL,402319,20000,182541,100.0,571,"DST=15641,15642;REC=15641"
100.00%,480000,480000,6f_eexyyx,eL.pR,402303,20000,28083,100.0,571,"DST=15641,15642;REC=15641"
100.00%,480000,480000,6f_eexyyx,eR.pL,402304,20000,167765,100.0,571,"DST=15641,15642;REC=15641"
100.00%,480000,480000,6f_eexyyx,eR.pR,402320,20000,181937,100.0,571,"DST=15641,15642;REC=15641"
100.00%,480000,480000,6f_eeyyyy,eL.pL,402323,20000,25830677,100.0,571,"DST=15641,15642;REC=15641"
100.00%,480000,480000,6f_eeyyyy,eL.pR,402315,20000,1273115,100.0,571,"DST=15641,15642;REC=15641"
100.00%,480000,480000,6f_eeyyyy,eR.pL,402316,20000,2590913,100.0,571,"DST=15641,15642;REC=15641"
100.00%,480000,480000,6f_eeyyyy,eR.pR,402324,20000,25348926,100.0,571,"DST=15641,15642;REC=15641"
100.00%,480000,480000,6f_llxxxx,eL.pR,402307,20000,753740,100.0,571,"DST=15641,15642;REC=15641"
100.00%,480000,480000,6f_llxxxx,eR.pL,402308,20000,1416213,100.0,571,"DST=15641,15642;REC=15641"
100.00%,480000,480000,6f_llxyyx,eL.pR,402301,20000,16875,100.0,571,"DST=15641,15642;REC=15641"
100.00%,480000,480000,6f_llxyyx,eR.pL,402302,20000,407375,100.0,571,"DST=15641,15642;REC=15641"
100.00%,480000,480000,6f_llyyyy,eL.pR,402313,20000,550445,100.0,571,"DST=15641,15642;REC=15641"
100.00%,480000,480000,6f_llyyyy,eR.pL,402314,20000,1146695,100.0,571,"DST=15641,15642;REC=15641"
100.00%,480000,480000,6f_vvxxxx,eL.pR,402311,20000,1055477,100.0,571,"DST=15641,15642;REC=15641"
100.00%,480000,480000,6f_vvxxxx,eR.pL,402312,20000,2317286,100.0,571,"DST=15641,15642;REC=15641"
100.00%,480000,480000,6f_vvxyyx,eL.pR,402305,20000,261165,100.0,571,"DST=15641,15642;REC=15641"
100.00%,480000,480000,6f_vvxyyx,eR.pL,402306,20000,1219755,100.0,571,"DST=15641,15642;REC=15641"
100.00%,480000,480000,6f_vvyyyy,eL.pR,402317,20000,1696480,100.0,571,"DST=15641,15642;REC=15641"
100.00%,480000,480000,6f_vvyyyy,eR.pL,402318,20000,4002165,100.0,571,"DST=15641,15642;REC=15641"
31.57%,224901000,712440000,ae_3f_w_h,eB.pR,500052,60000,2030,100.0,336,"DST=15039,15040;REC=15039"
31.57%,224901000,712440000,ae_3f_w_h,eW.pR,500051,0,0,0.0,,DST=;REC=
31.57%,224901000,712440000,ae_3f_w_l,eB.pR,500044,40000,2366,100.0,336,"DST=15039,15040;REC=15039"
31.57%,224901000,712440000,ae_3f_w_l,eW.pR,500043,0,0,0.0,,DST=;REC=
31.57%,224901000,712440000,ae_3f_z_h,eB.pL,500046,4585600,1002,52.1,"396,433","DST=15243,15244,15345;REC=15243"
31.57%,224901000,712440000,ae_3f_z_h,eB.pR,500048,4584400,995,52.1,"396,432","DST=15243,15244,15343;REC=15243"
31.57%,224901000,712440000,ae_3f_z_h,eW.pL,500045,0,0,0.0,,DST=;REC=
31.57%,224901000,712440000,ae_3f_z_h,eW.pR,500047,0,0,0.0,,DST=;REC=
31.57%,224901000,712440000,ae_3f_z_l,eB.pL,500034,51508000,1000,52.7,"398,408,409","DST=15249,15250,15281,15283;REC=15249"
31.57%,224901000,712440000,ae_3f_z_l,eB.pR,500036,51589000,1000,52.7,"398,410,411","DST=15249,15250,15285,15287;REC=15249"
31.57%,224901000,712440000,ae_3f_z_l,eW.pL,500033,0,0,0.0,,DST=;REC=
31.57%,224901000,712440000,ae_3f_z_l,eW.pR,500035,0,0,0.0,,DST=;REC=
31.57%,224901000,712440000,ae_3f_z_nu,eB.pL,500038,30000,2628,100.0,336,"DST=15039,15040;REC=15039"
31.57%,224901000,712440000,ae_3f_z_nu,eB.pR,500040,40000,1957,100.0,336,"DST=15039,15040;REC=15039"
31.57%,224901000,712440000,ae_3f_z_nu,eW.pL,500037,0,0,0.0,,DST=;REC=
31.57%,224901000,712440000,ae_3f_z_nu,eW.pR,500039,0,0,0.0,,DST=;REC=
31.57%,224901000,712440000,ea_3f_w_h,eL.pB,500030,60000,2067,100.0,339,"DST=15050,15051;REC=15050"
31.57%,224901000,712440000,ea_3f_w_h,eL.pW,500029,0,0,0.0,,DST=;REC=
31.57%,224901000,712440000,ea_3f_w_l,eL.pB,500022,40000,2406,100.0,339,"DST=15050,15051;REC=15050"
31.57%,224901000,712440000,ea_3f_w_l,eL.pW,500021,0,0,0.0,,DST=;REC=
31.57%,224901000,712440000,ea_3f_z_h,eL.pB,500026,4573000,997,52.0,"397,435","DST=15246,15247,15349;REC=15246"
31.57%,224901000,712440000,ea_3f_z_h,eL.pW,500025,0,0,0.0,,DST=;REC=
31.57%,224901000,712440000,ea_3f_z_h,eR.pB,500028,4576000,1005,52.0,"397,434","DST=15246,15247,15347;REC=15246"
31.57%,224901000,712440000,ea_3f_z_h,eR.pW,500027,0,0,0.0,,DST=;REC=
31.57%,224901000,712440000,ea_3f_z_l,eL.pB,500014,51563000,1003,52.7,"399,428,429","DST=15252,15253,15333,15335;REC=15252"
31.57%,224901000,712440000,ea_3f_z_l,eL.pW,500013,0,0,0.0,,DST=;REC=
31.57%,224901000,712440000,ea_3f_z_l,eR.pB,500016,51582000,1005,52.7,"399,430,431","DST=15252,15253,15337,15339;REC=15252"
31.57%,224901000,712440000,ea_3f_z_l,eR.pW,500015,0,0,0.0,,DST=;REC=
31.57%,224901000,712440000,ea_3f_z_nu,eL.pB,500018,40000,2000,100.0,339,"DST=15050,15051;REC=15050"
31.57%,224901000,712440000,ea_3f_z_nu,eL.pW,500017,0,0,0.0,,DST=;REC=
31.57%,224901000,712440000,ea_3f_z_nu,eR.pB,500020,30000,2713,100.0,339,"DST=15050,15051;REC=15050"
31.57%,224901000,712440000,ea_3f_z_nu,eR.pW,500019,0,0,0.0,,DST=;REC=
17.65%,123000,697000,ae_5f_ww_h,eB.pL,500214,0,0,0.0,,DST=;REC=
17.65%,123000,697000,ae_5f_ww_h,eB.pR,500216,0,0,0.0,,DST=;REC=
17.65%,123000,697000,ae_5f_ww_h,eW.pL,500213,400,461,8.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ae_5f_ww_h,eW.pR,500215,600,454,8.6,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ae_5f_ww_l,eB.pL,500242,1000,10706253,100.0,338,"DST=15047,15048;REC=15047"
17.65%,123000,697000,ae_5f_ww_l,eB.pR,500244,0,0,0.0,,DST=;REC=
17.65%,123000,697000,ae_5f_ww_l,eW.pL,500241,0,0,0.0,,DST=;REC=
17.65%,123000,697000,ae_5f_ww_l,eW.pR,500243,0,0,0.0,,DST=;REC=
17.65%,123000,697000,ae_5f_ww_sl,eB.pL,500230,1000,3851175,100.0,338,"DST=15047,15048;REC=15047"
17.65%,123000,697000,ae_5f_ww_sl,eB.pR,500232,0,0,0.0,,DST=;REC=
17.65%,123000,697000,ae_5f_ww_sl,eW.pL,500229,800,473,8.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ae_5f_ww_sl,eW.pR,500231,6400,512,10.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ae_5f_zz_h,eB.pL,500210,1000,306375,100.0,338,"DST=15047,15048;REC=15047"
17.65%,123000,697000,ae_5f_zz_h,eB.pR,500212,1000,295288,100.0,338,"DST=15047,15048;REC=15047"
17.65%,123000,697000,ae_5f_zz_h,eW.pL,500209,400,1953,20.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ae_5f_zz_h,eW.pR,500211,400,1792,20.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ae_5f_zz_l,eB.pL,500234,8000,9787,100.0,338,"DST=15047,15048;REC=15047"
17.65%,123000,697000,ae_5f_zz_l,eB.pR,500236,8000,9766,100.0,338,"DST=15047,15048;REC=15047"
17.65%,123000,697000,ae_5f_zz_l,eW.pL,500233,8000,579,10.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ae_5f_zz_l,eW.pR,500235,0,0,0.0,,DST=;REC=
17.65%,123000,697000,ae_5f_zz_sl,eB.pL,500222,3000,14117,100.0,338,"DST=15047,15048;REC=15047"
17.65%,123000,697000,ae_5f_zz_sl,eB.pR,500224,3000,13975,100.0,338,"DST=15047,15048;REC=15047"
17.65%,123000,697000,ae_5f_zz_sl,eW.pL,500221,3000,666,10.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ae_5f_zz_sl,eW.pR,500223,3000,662,10.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ae_5f_zznu_l,eB.pL,500238,1000,11813929,100.0,381,"DST=15194,15195;REC=15194"
17.65%,123000,697000,ae_5f_zznu_l,eB.pR,500240,1000,6707242,100.0,381,"DST=15194,15195;REC=15194"
17.65%,123000,697000,ae_5f_zznu_l,eW.pL,500237,0,0,0.0,,DST=;REC=
17.65%,123000,697000,ae_5f_zznu_l,eW.pR,500239,0,0,0.0,,DST=;REC=
17.65%,123000,697000,ae_5f_zznu_sl,eB.pL,500226,1000,63230034,100.0,381,"DST=15194,15195;REC=15194"
17.65%,123000,697000,ae_5f_zznu_sl,eB.pR,500228,1000,20664487,100.0,381,"DST=15194,15195;REC=15194"
17.65%,123000,697000,ae_5f_zznu_sl,eW.pL,500225,600,24825,60.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ae_5f_zznu_sl,eW.pR,500227,600,12928,60.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ae_5f_zzorww_h,eB.pL,500218,0,0,0.0,,DST=;REC=
17.65%,123000,697000,ae_5f_zzorww_h,eB.pR,500220,1000,2981096,100.0,338,"DST=15047,15048;REC=15047"
17.65%,123000,697000,ae_5f_zzorww_h,eW.pL,500217,400,551,10.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ae_5f_zzorww_h,eW.pR,500219,600,550,10.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ae_5f_zzorww_l,eB.pL,500246,0,0,0.0,,DST=;REC=
17.65%,123000,697000,ae_5f_zzorww_l,eB.pR,500248,1000,11580093,100.0,338,"DST=15047,15048;REC=15047"
17.65%,123000,697000,ae_5f_zzorww_l,eW.pL,500245,0,0,0.0,,DST=;REC=
17.65%,123000,697000,ae_5f_zzorww_l,eW.pR,500247,0,0,0.0,,DST=;REC=
17.65%,123000,697000,ea_5f_ww_h,eL.pB,500174,1000,27557557,100.0,382,"DST=15197,15198;REC=15197"
17.65%,123000,697000,ea_5f_ww_h,eL.pW,500173,600,457,8.6,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ea_5f_ww_h,eR.pB,500176,1000,32380380,100.0,382,"DST=15197,15198;REC=15197"
17.65%,123000,697000,ea_5f_ww_h,eR.pW,500175,400,459,8.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ea_5f_ww_l,eL.pB,500202,0,0,0.0,,DST=;REC=
17.65%,123000,697000,ea_5f_ww_l,eL.pW,500201,1500,4912,75.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ea_5f_ww_l,eR.pB,500204,1000,1735364,100.0,382,"DST=15197,15198;REC=15197"
17.65%,123000,697000,ea_5f_ww_l,eR.pW,500203,1000,5194,100.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ea_5f_ww_sl,eL.pB,500190,0,0,0.0,,DST=;REC=
17.65%,123000,697000,ea_5f_ww_sl,eL.pW,500189,800,364,7.3,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ea_5f_ww_sl,eR.pB,500192,1000,1350900,100.0,382,"DST=15197,15198;REC=15197"
17.65%,123000,697000,ea_5f_ww_sl,eR.pW,500191,800,557,10.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ea_5f_zz_h,eL.pB,500170,1000,304008,100.0,337,"DST=15053,15054;REC=15053"
17.65%,123000,697000,ea_5f_zz_h,eL.pW,500169,200,899,10.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ea_5f_zz_h,eR.pB,500172,1000,302293,100.0,337,"DST=15053,15054;REC=15053"
17.65%,123000,697000,ea_5f_zz_h,eR.pW,500171,200,980,10.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ea_5f_zz_l,eL.pB,500194,8000,9712,100.0,337,"DST=15053,15054;REC=15053"
17.65%,123000,697000,ea_5f_zz_l,eL.pW,500193,7500,541,9.4,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ea_5f_zz_l,eR.pB,500196,8000,9767,100.0,337,"DST=15053,15054;REC=15053"
17.65%,123000,697000,ea_5f_zz_l,eR.pW,500195,6000,433,8.6,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ea_5f_zz_sl,eL.pB,500182,3000,13952,100.0,337,"DST=15053,15054;REC=15053"
17.65%,123000,697000,ea_5f_zz_sl,eL.pW,500181,3000,663,10.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ea_5f_zz_sl,eR.pB,500184,2000,9523,100.0,337,"DST=15053,15054;REC=15053"
17.65%,123000,697000,ea_5f_zz_sl,eR.pW,500183,3600,806,9.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ea_5f_zznu_l,eL.pB,500198,1000,7846190,100.0,337,"DST=15053,15054;REC=15053"
17.65%,123000,697000,ea_5f_zznu_l,eL.pW,500197,1000,27030,100.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ea_5f_zznu_l,eR.pB,500200,0,0,0.0,,DST=;REC=
17.65%,123000,697000,ea_5f_zznu_l,eR.pW,500199,1000,43012,100.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ea_5f_zznu_sl,eL.pB,500186,1000,21716952,100.0,382,"DST=15197,15198;REC=15197"
17.65%,123000,697000,ea_5f_zznu_sl,eL.pW,500185,600,12999,60.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ea_5f_zznu_sl,eR.pB,500188,1000,88564679,100.0,382,"DST=15197,15198;REC=15197"
17.65%,123000,697000,ea_5f_zznu_sl,eR.pW,500187,600,24610,60.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ea_5f_zzorww_h,eL.pB,500178,1000,3208483,100.0,337,"DST=15053,15054;REC=15053"
17.65%,123000,697000,ea_5f_zzorww_h,eL.pW,500177,600,547,10.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ea_5f_zzorww_h,eR.pB,500180,1000,3252932,100.0,337,"DST=15053,15054;REC=15053"
17.65%,123000,697000,ea_5f_zzorww_h,eR.pW,500179,400,553,10.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ea_5f_zzorww_l,eL.pB,500206,1000,18628326,100.0,337,"DST=15053,15054;REC=15053"
17.65%,123000,697000,ea_5f_zzorww_l,eL.pW,500205,1000,5152,100.0,747,"DST=16317,16318;REC=16317"
17.65%,123000,697000,ea_5f_zzorww_l,eR.pB,500208,1000,22941218,100.0,337,"DST=15053,15054;REC=15053"
17.65%,123000,697000,ea_5f_zzorww_l,eR.pW,500207,1000,7894,100.0,747,"DST=16317,16318;REC=16317"
75.69%,1433865500,1894400000,aa_2f_z_h,eB.pB,500057,42810000,1015,44.0,"400,413","DST=15255,15256,15291;REC=15255"
75.69%,1433865500,1894400000,aa_2f_z_h,eB.pW,500058,80717000,893,89.3,"707,716,722,728,734,740,746,753,762,768","DST=16228,16229,16252,16264,16274,16291,16303,1631516330,16360,16374;REC=16228"
75.69%,1433865500,1894400000,aa_2f_z_h,eW.pB,500059,80336500,891,89.1,"708,717,723,729,735,741,748,754,763,769","DST=16231,16232,16254,16266,16278,16293,16305,1632016332,16362,16376;REC=16231"
75.69%,1433865500,1894400000,aa_2f_z_h,eW.pW,500060,71060000,993,99.2,"709,718,724,730,736,742,749,755,758,764","DST=16234,16235,16256,16268,16280,16295,16307,1632216334,16352,16364;REC=16234"
75.69%,1433865500,1894400000,aa_2f_z_l,eB.pB,500053,233515000,1003,43.5,"401,412","DST=15258,15259,15289;REC=15258"
75.69%,1433865500,1894400000,aa_2f_z_l,eB.pW,500054,350973000,171,94.8,"710,713,719,725,731,737,743,750,759,765","DST=16237,16238,16246,16258,16270,16282,16297,1630916324,16354,16366;REC=16237"
75.69%,1433865500,1894400000,aa_2f_z_l,eW.pB,500055,333876000,163,90.2,"711,714,720,726,732,738,744,751,760","DST=16240,16241,16248,16260,16276,16287,16299,1631116326,16356;REC=16240"
75.69%,1433865500,1894400000,aa_2f_z_l,eW.pW,500056,240578000,163,89.9,"712,715,721,727,733,739,745,752,767","DST=16243,16244,16250,16262,16272,16289,16301,1631316328,16372;REC=16243"
13.99%,130000,929000,aa_4f_ww_h,eB.pW,500134,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_ww_h,eW.pB,500135,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_ww_h,eW.pW,500136,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_ww_l,eB.pB,500161,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_ww_l,eW.pB,500163,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_ww_l,eW.pW,500164,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_ww_sl,eB.pB,500149,1000,6653921,100.0,335,"DST=15036,15037;REC=15036"
13.99%,130000,929000,aa_4f_ww_sl,eB.pW,500150,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_ww_sl,eW.pB,500151,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_ww_sl,eW.pW,500152,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_zz_h,eB.pW,500130,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_zz_h,eW.pB,500131,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_zz_h,eW.pW,500132,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_zz_l,eB.pB,500153,120000,11936,100.0,394,"DST=15237,15238;REC=15237"
13.99%,130000,929000,aa_4f_zz_l,eB.pW,500154,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_zz_l,eW.pB,500155,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_zz_l,eW.pW,500156,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_zz_sl,eB.pB,500141,6000,12175,100.0,335,"DST=15036,15037;REC=15036"
13.99%,130000,929000,aa_4f_zz_sl,eB.pW,500142,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_zz_sl,eW.pB,500143,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_zz_sl,eW.pW,500144,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_zznu_l,eB.pB,500157,1000,24566102,100.0,335,"DST=15036,15037;REC=15036"
13.99%,130000,929000,aa_4f_zznu_l,eB.pW,500158,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_zznu_l,eW.pB,500159,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_zznu_l,eW.pW,500160,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_zznu_sl,eB.pB,500145,1000,719919500,100.0,380,"DST=15191,15193;REC=15191"
13.99%,130000,929000,aa_4f_zznu_sl,eB.pW,500146,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_zznu_sl,eW.pB,500147,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_zznu_sl,eW.pW,500148,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_zzorww_h,eB.pW,500138,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_zzorww_h,eW.pB,500139,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_zzorww_h,eW.pW,500140,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_zzorww_l,eB.pB,500165,1000,10971266,100.0,335,"DST=15036,15037;REC=15036"
13.99%,130000,929000,aa_4f_zzorww_l,eB.pW,500166,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_zzorww_l,eW.pB,500167,0,0,0.0,,DST=;REC=
13.99%,130000,929000,aa_4f_zzorww_l,eW.pW,500168,0,0,0.0,,DST=;REC=
127.01%,11748600,9250000,2f-lcfi_z_bb,eL.pR,500318,249600,31,99.8,395,"DST=15240,15241;REC=15240"
127.01%,11748600,9250000,2f-lcfi_z_bb,eR.pL,500320,250000,125,100.0,395,"DST=15240,15241;REC=15240"
127.01%,11748600,9250000,2f-lcfi_z_cc,eL.pR,500314,250000,23,100.0,395,"DST=15240,15241;REC=15240"
127.01%,11748600,9250000,2f-lcfi_z_cc,eR.pL,500316,250000,56,100.0,395,"DST=15240,15241;REC=15240"
127.01%,11748600,9250000,2f-lcfi_z_dd,eL.pR,500302,250000,31,100.0,395,"DST=15240,15241;REC=15240"
127.01%,11748600,9250000,2f-lcfi_z_dd,eR.pL,500304,250000,125,100.0,395,"DST=15240,15241;REC=15240"
127.01%,11748600,9250000,2f-lcfi_z_ss,eL.pR,500310,249600,31,99.8,395,"DST=15240,15241;REC=15240"
127.01%,11748600,9250000,2f-lcfi_z_ss,eR.pL,500312,250000,125,100.0,395,"DST=15240,15241;REC=15240"
127.01%,11748600,9250000,2f-lcfi_z_uu,eL.pR,500306,250000,23,100.0,395,"DST=15240,15241;REC=15240"
127.01%,11748600,9250000,2f-lcfi_z_uu,eR.pL,500308,250000,56,100.0,395,"DST=15240,15241;REC=15240"
127.01%,11748600,9250000,4f-lcfi_zz_bbbb,eL.pR,500338,125000,1767,100.0,334,"DST=15033,15034;REC=15033"
127.01%,11748600,9250000,4f-lcfi_zz_bbbb,eR.pL,500340,125000,4143,100.0,334,"DST=15033,15034;REC=15033"
127.01%,11748600,9250000,4f-lcfi_zz_cccc,eL.pR,500334,125000,2212,100.0,334,"DST=15033,15034;REC=15033"
127.01%,11748600,9250000,4f-lcfi_zz_cccc,eR.pL,500336,125000,4650,100.0,334,"DST=15033,15034;REC=15033"
127.01%,11748600,9250000,4f-lcfi_zz_dddd,eL.pR,500322,125000,1765,100.0,334,"DST=15033,15034;REC=15033"
127.01%,11748600,9250000,4f-lcfi_zz_dddd,eR.pL,500324,125000,4143,100.0,334,"DST=15033,15034;REC=15033"
127.01%,11748600,9250000,4f-lcfi_zz_ssss,eL.pR,500330,125000,1765,100.0,334,"DST=15033,15034;REC=15033"
127.01%,11748600,9250000,4f-lcfi_zz_ssss,eR.pL,500332,125000,4143,100.0,334,"DST=15033,15034;REC=15033"
127.01%,11748600,9250000,4f-lcfi_zz_uuuu,eL.pR,500326,125000,2213,100.0,334,"DST=15033,15034;REC=15033"
127.01%,11748600,9250000,4f-lcfi_zz_uuuu,eR.pL,500328,125000,4649,100.0,334,"DST=15033,15034;REC=15033"
127.01%,11748600,9250000,n23n23h_bb,eL.pR,410001,500000,12801,100.0,333,"DST=14986,14987;REC=14986"
127.01%,11748600,9250000,n23n23h_cc,eL.pR,410002,499800,257695,100.0,333,"DST=14986,14987;REC=14986"
127.01%,11748600,9250000,n23n23h_dd,eL.pR,410005,500000,143276418,100.0,333,"DST=14986,14987;REC=14986"
127.01%,11748600,9250000,n23n23h_gg,eL.pR,410006,499800,90932,100.0,333,"DST=14986,14987;REC=14986"
127.01%,11748600,9250000,n23n23h_ss,eL.pR,410003,500000,30286072,100.0,333,"DST=14986,14987;REC=14986"
127.01%,11748600,9250000,n23n23h_uu,eL.pR,410004,499800,620616134,100.0,333,"DST=14986,14987;REC=14986"
